id_orden,descripcion,fecha_orden,visible
79,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-03-26,true
80,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-03-27,true
81,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-03-27,true
82,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-03-29,true
83,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-03-30,true
84,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-03-30,true
85,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-04-01,true
86,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-04-02,true
87,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-04-02,true
88,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-04-04,true
89,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-04-05,true
90,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-04-05,true
91,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-04-07,true
92,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-04-08,true
93,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-04-08,true
94,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-04-10,true
95,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-04-11,true
96,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-04-11,true
97,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-04-13,true
98,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-04-14,true
99,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-04-14,true
100,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-04-16,true
101,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-04-17,true
102,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-04-17,true
103,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-04-19,true
104,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-04-20,true
105,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-04-20,true
106,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-04-22,true
107,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-04-23,true
108,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-04-23,true
109,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-04-25,true
110,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-04-26,true
111,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-04-26,true
112,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-04-28,true
113,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-04-29,true
114,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-04-29,true
115,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-05-01,true
116,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-05-02,true
117,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-05-02,true
118,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-05-04,true
119,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-05-05,true
120,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-05-05,true
121,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-05-07,true
122,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-05-08,true
123,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-05-08,true
124,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-05-10,true
125,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-05-11,true
126,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-05-11,true
127,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-05-13,true
128,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-05-14,true
129,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-05-14,true
130,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-05-16,true
131,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-05-17,true
132,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-05-17,true
133,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-05-19,true
134,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-05-20,true
135,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-05-20,true
136,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-05-22,true
137,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-05-23,true
138,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-05-23,true
139,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-05-25,true
140,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-05-26,true
141,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-05-26,true
142,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-05-28,true
143,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-05-29,true
144,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-05-29,true
145,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-05-31,true
146,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-06-01,true
147,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-06-01,true
148,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-06-03,true
149,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-06-04,true
150,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-06-04,true
151,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-06-06,true
152,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-06-07,true
153,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-06-07,true
154,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-06-09,true
155,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-06-10,true
156,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-06-10,true
157,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-06-12,true
158,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-06-13,true
159,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-06-13,true
160,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-06-15,true
161,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-06-16,true
162,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-06-16,true
163,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-06-18,true
164,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-06-19,true
165,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-06-19,true
166,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-06-21,true
167,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-06-22,true
168,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-06-22,true
169,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-06-24,true
170,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-06-25,true
171,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-06-25,true
172,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-06-27,true
173,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-06-28,true
174,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-06-28,true
175,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-06-30,true
176,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-07-01,true
177,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-07-01,true
178,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-07-03,true
179,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-07-04,true
180,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-07-04,true
181,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-07-06,true
182,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-07-07,true
183,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-07-07,true
184,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-07-09,true
185,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-07-10,true
186,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-07-10,true
187,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-07-12,true
188,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-07-13,true
189,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-07-13,true
190,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-07-15,true
191,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-07-16,true
192,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-07-16,true
193,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-07-18,true
194,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-07-19,true
195,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-07-19,true
196,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-07-21,true
197,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-07-22,true
198,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-07-22,true
199,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-07-24,true
200,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-07-25,true
201,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-07-25,true
202,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-07-27,true
203,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-07-28,true
204,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-07-28,true
205,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-07-30,true
206,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-07-31,true
207,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-07-31,true
208,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-08-02,true
209,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-08-03,true
210,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-08-03,true
211,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-08-05,true
212,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-08-06,true
213,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-08-06,true
214,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-08-08,true
215,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-08-09,true
216,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-08-09,true
217,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-08-11,true
218,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-08-12,true
219,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-08-12,true
220,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-08-14,true
221,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-08-15,true
222,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-08-15,true
223,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-08-17,true
224,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-08-18,true
225,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-08-18,true
226,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-08-20,true
227,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-08-21,true
228,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-08-21,true
229,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-08-23,true
230,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-08-24,true
231,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-08-24,true
232,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-08-26,true
233,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-08-27,true
234,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-08-27,true
235,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-08-29,true
236,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-08-30,true
237,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-08-30,true
238,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-09-01,true
239,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-09-02,true
240,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-09-02,true
241,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-09-04,true
242,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-09-05,true
243,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-09-05,true
244,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-09-07,true
245,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-09-08,true
246,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-09-08,true
247,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-09-10,true
248,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-09-11,true
249,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-09-11,true
250,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-09-13,true
251,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-09-14,true
252,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-09-14,true
253,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-09-16,true
254,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-09-17,true
255,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-09-17,true
256,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-09-19,true
257,Revision y ajuste de los componentes de seguridad en la linea de produccion incluyendo sensores y valvulas de presion.,2022-09-20,true
258,Calibracion de los tableros de control y revision de las conexiones para asegurar un funcionamiento sin fallas.,2022-09-20,true
259,Inspeccion general de la maquinaria y ajuste de piezas moviles para reducir el desgaste de los componentes.,2022-09-22,true
260,Mantenimiento preventivo en las poleas de transmision y ajuste de engranajes para mejorar la sincronizacion.,2022-09-23,true
261,Verificacion de las cintas transportadoras y ajuste de los anclajes para evitar desplazamientos indeseados.,2022-09-23,true
262,Revision de los sistemas de respaldo de energia y pruebas de carga de las baterias para asegurar disponibilidad.,2022-09-25,true
263,Reemplazo de piezas en los ejes moviles y lubricacion en las zonas de alta friccion.,2022-09-26,true
264,Verificacion del sistema de refrigeracion de las maquinas para asegurar una temperatura de operacion adecuada.,2022-09-26,true
265,Inspeccion y mantenimiento de los sistemas hidraulicos de la prensa con reemplazo de sellos desgastados.,2022-09-28,true
266,Mantenimiento general de las areas de transmision y rodillos de la maquina transportadora.,2022-09-29,true
267,Inspeccion y ajuste de los componentes electricos de la linea de produccion para evitar problemas de conexion.,2022-09-29,true
268,Lubricacion y limpieza de los sistemas hidraulicos y revision de los sellos de las bombas.,2022-10-01,true
269,Sustitucion de piezas desgastadas y ajuste de tensores en el sistema de transporte.,2022-10-02,true
270,Verificacion del sistema de ventilacion y reemplazo de filtros para mejorar la eficiencia del flujo de aire.,2022-10-02,true
